8	256.0	0.003693006	0.002711722	0.002431334	0.002345642	0.002541241
8	384.0	0.001439407	0.001352904	0.001330863	0.001101187	0.001070355
8	576.0	0.001696928	0.001736944	0.001672935	9.59424E-4	9.21204E-4
8	864.0	0.001911853	0.001394954	0.001363777	0.001428594	0.001495847
8	1296.0	0.002030444	0.002038394	0.002085384	0.002039832	0.001622523
8	1944.0	0.001784243	0.001651756	0.001625934	0.0017909	0.001763285
8	2916.0	0.002401211	0.003331365	0.002303264	0.002665928	0.002572535
8	4374.0	0.003954027	0.003343531	0.003202337	0.003222149	0.002859144
8	6561.0	0.004045656	0.004643271	0.004361226	0.004043615	0.004271575
12	256.0	3.78919E-4	3.2481E-4	3.18663E-4	3.1417E-4	3.11998E-4
12	384.0	5.82257E-4	5.19902E-4	4.71453E-4	4.92571E-4	5.09332E-4
12	576.0	0.001139488	8.29062E-4	7.0228E-4	7.16273E-4	7.39041E-4
12	864.0	0.001230261	0.001193383	0.001756416	0.00146037	0.001314762
12	1296.0	0.001985575	0.002180699	0.002010103	0.001900141	0.002001394
12	1944.0	0.002926146	0.003583371	0.002992758	0.003515311	0.002911694
12	2916.0	0.00418162	0.00450166	0.005404843	0.004465838	0.004637642
12	4374.0	0.006342662	0.00623008	0.006535989	0.006382094	0.006360497
12	6561.0	0.010447898	0.007863329	0.008210366	0.008105017	0.008763345
18	256.0	7.60748E-4	6.2712E-4	5.87065E-4	5.74411E-4	6.17934E-4
18	384.0	8.87626E-4	8.77855E-4	8.97511E-4	9.23612E-4	9.00155E-4
18	576.0	0.001393602	0.001326376	0.001349509	0.001302637	0.001497877
18	864.0	0.002278363	0.002188578	0.002072741	0.003005211	0.002170322
18	1296.0	0.003139789	0.003701136	0.00316611	0.003024617	0.003265671
18	1944.0	0.005080397	0.004622157	0.004716225	0.004550998	0.004723518
18	2916.0	0.006934403	0.006800881	0.006946856	0.007099512	0.006748288
18	4374.0	0.010586478	0.010978637	0.011007713	0.010784194	0.011531735
18	6561.0	0.016204339	0.015116422	0.015542792	0.015875724	0.01491133
27	256.0	0.001222925	0.00124256	0.001204735	0.001160698	0.001115651
27	384.0	0.001651483	0.001744025	0.001679008	0.001792189	0.001853241
27	576.0	0.002717577	0.002860958	0.002762648	0.002597435	0.002589975
27	864.0	0.005198143	0.003964038	0.004494214	0.003942134	0.003855389
27	1296.0	0.00617099	0.005731495	0.006146166	0.006940467	0.005938949
27	1944.0	0.009826991	0.009033035	0.009671671	0.009649629	0.009983415
27	2916.0	0.015175636	0.01406445	0.014156853	0.01559342	0.014226533
27	4374.0	0.020193414	0.019287166	0.0179441	0.022369178	0.020311898
27	6561.0	0.02969159	0.027653267	0.03001532	0.027084353	0.027628092
40	256.0	0.002800114	0.002508675	0.002264995	0.002165796	0.002277091
40	384.0	0.003448758	0.003264004	0.004790606	0.003546282	0.00350953
40	576.0	0.006021012	0.007248954	0.005869268	0.005649373	0.005721827
40	864.0	0.009326095	0.008749474	0.008109054	0.007896157	0.007741806
40	1296.0	0.012005958	0.011151902	0.010719494	0.010692754	0.010842547
40	1944.0	0.019977009	0.016560114	0.016547024	0.016740334	0.016864574
40	2916.0	0.025134568	0.02519653	0.027031186	0.025105414	0.0245214
40	4374.0	0.038664543	0.039152842	0.038823913	0.041854239	0.041251322
40	6561.0	0.062291911	0.059182471	0.060745393	0.061115277	0.062639592
60	256.0	0.004594084	0.004464748	0.004460641	0.004427268	0.004353647
60	384.0	0.006831383	0.007037875	0.006943811	0.00712822	0.007390663
60	576.0	0.011689285	0.012680898	0.011191461	0.010756754	0.010265843
60	864.0	0.016429701	0.015648254	0.015747055	0.015541811	0.016222672
60	1296.0	0.02408663	0.023442229	0.024227317	0.024130075	0.023605069
60	1944.0	0.03663671	0.034124101	0.036021962	0.034513581	0.036117779
60	2916.0	0.051288757	0.05183134	0.050718009	0.050328811	0.048340351
60	4374.0	0.073815235	0.072538785	0.075137225	0.073936616	0.071219858
60	6561.0	0.120254618	0.11354471	0.113795686	0.115147462	0.114158298
90	256.0	0.009203272	0.009728742	0.009207843	0.009486669	0.010348316
90	384.0	0.015437813	0.014206702	0.014011473	0.015014148	0.014855749
90	576.0	0.022759509	0.021529749	0.021299572	0.023096605	0.021886431
90	864.0	0.032189129	0.03129523	0.033187521	0.031019074	0.031564488
90	1296.0	0.047645266	0.047694176	0.047636637	0.047701991	0.045544347
