90	1944.0	0.078122775	0.072473325	0.073376416	0.071183721	0.073930435
90	2916.0	0.113593538	0.113287103	0.111853351	0.114286993	0.109384261
90	4374.0	0.170136679	0.152162106	0.155136891	0.154514055	0.16324023
90	6561.0	0.265113554	0.25284539	0.246619909	0.250953346	0.250920677
135	256.0	0.02353402	0.024087093	0.023536846	0.022877769	0.02261336
135	384.0	0.034487045	0.03497163	0.03711239	0.033392882	0.032636722
135	576.0	0.051565326	0.053170699	0.051118903	0.049968774	0.050186118
135	864.0	0.075932749	0.07465616	0.074529305	0.074801694	0.074933664
135	1296.0	0.116488341	0.111855561	0.110474487	0.110565196	0.111086579
135	1944.0	0.169718332	0.170029504	0.16998283	0.169407175	0.169921293
135	2916.0	0.248948439	0.252458718	0.254458755	0.251264711	0.255134702
135	4374.0	0.37648647	0.382295307	0.384030365	0.376456921	0.382371171
135	6561.0	0.558380072	0.559219796	0.564811856	0.5757589	0.60675983
202	256.0	0.055485139	0.056795516	0.055938304	0.056340368	0.055566394
202	384.0	0.08219913	0.085538377	0.084455056	0.083555802	0.082647661
202	576.0	0.126957409	0.11272445	0.111517322	0.109848819	0.109327579
202	864.0	0.173193151	0.16825046	0.166996293	0.167631301	0.169932399
202	1296.0	0.25625673	0.25035878	0.250407656	0.25495995	0.251339187
202	1944.0	0.373261545	0.376231406	0.375021153	0.37101189	0.373566474
202	2916.0	0.552271874	0.569692955	0.546112756	0.616520303	0.604079021
202	4374.0	0.935439443	0.887375342	0.917428061	0.837813777	0.826072726
202	6561.0	1.350515982	1.316001386	1.258335787	1.260975843	1.264491231
