8	256.0	0.0016184	0.0011236	9.551E-4	8.721E-4	0.0014165
8	384.0	7.804E-4	5.285E-4	7.03E-4	5.438E-4	5.208E-4
8	576.0	9.409E-4	7.192E-4	5.118E-4	5.7E-4	4.848E-4
8	864.0	7.327E-4	7.007E-4	6.218E-4	0.0010822	6.445E-4
8	1296.0	0.001062	0.0012257	8.857E-4	0.0013121	0.0013041
8	1944.0	0.0015088	9.314E-4	9.335E-4	0.0012559	9.905E-4
8	2916.0	0.0015393	0.0013331	0.0013676	0.0019379	0.0013679
8	4374.0	0.0030359	0.0029341	0.0031781	0.001658	0.0016773
8	6561.0	0.0033613	0.0034362	0.0023597	0.0024796	0.0032015
12	256.0	4.714E-4	4.072E-4	5.187E-4	3.115E-4	3.363E-4
12	384.0	3.073E-4	3.254E-4	5.386E-4	3.677E-4	3.808E-4
12	576.0	4.515E-4	4.986E-4	6.82E-4	4.329E-4	4.412E-4
12	864.0	6.327E-4	9.694E-4	7.496E-4	0.0012151	8.652E-4
12	1296.0	0.0014572	9.025E-4	9.446E-4	0.0012245	0.0014437
12	1944.0	0.0019226	0.0019042	0.0016259	0.0015423	0.0023317
12	2916.0	0.0029125	0.00364	0.0021416	0.0035813	0.0032884
12	4374.0	0.0035115	0.0038736	0.0052979	0.0038941	0.0038818
12	6561.0	0.0095903	0.0044048	0.0043415	0.0042132	0.0043984
18	256.0	3.569E-4	3.687E-4	3.839E-4	3.711E-4	3.891E-4
18	384.0	5.258E-4	4.868E-4	4.861E-4	4.878E-4	4.91E-4
18	576.0	7.44E-4	7.303E-4	8.398E-4	7.273E-4	7.505E-4
18	864.0	0.0011459	0.0011084	0.0010619	0.0011986	0.0011125
18	1296.0	0.0016723	0.0016465	0.0018404	0.0019824	0.0017991
18	1944.0	0.0026686	0.0030268	0.0027119	0.0026462	0.0028118
18	2916.0	0.0038746	0.0037831	0.0037665	0.0037827	0.003799
18	4374.0	0.0058467	0.0070821	0.0058673	0.0055969	0.0055486
18	6561.0	0.008775	0.0086767	0.0086058	0.0090324	0.0098191
27	256.0	7.068E-4	6.895E-4	6.82E-4	6.7E-4	6.517E-4
27	384.0	0.0010063	0.0010591	9.529E-4	9.782E-4	0.0010782
27	576.0	0.0016193	0.0016008	0.0016003	0.0015119	0.001454
27	864.0	0.0023429	0.0024097	0.0022669	0.0023581	0.0022483
27	1296.0	0.0035836	0.003453	0.003555	0.0035106	0.0040478
27	1944.0	0.0056196	0.0053372	0.0053918	0.0052267	0.0055186
27	2916.0	0.0086268	0.0082946	0.0094566	0.0096816	0.0080841
27	4374.0	0.0113157	0.0119254	0.0116448	0.0119012	0.0124977
27	6561.0	0.0217835	0.0231867	0.0177932	0.0175958	0.0193271
40	256.0	0.0013557	0.0013796	0.0014992	0.0013484	0.001334
40	384.0	0.0020484	0.0020037	0.0022694	0.0021163	0.0020134
40	576.0	0.003218	0.0033396	0.0032948	0.0031859	0.0032662
40	864.0	0.0048647	0.0048647	0.0048635	0.0046687	0.004788
40	1296.0	0.0071713	0.0075482	0.0071758	0.0074994	0.0072812
40	1944.0	0.0112522	0.0110513	0.0109286	0.0107057	0.0109898
40	2916.0	0.0165141	0.0167031	0.0161794	0.0165895	0.0161291
40	4374.0	0.0243454	0.0249494	0.0253	0.0249419	0.0242777
40	6561.0	0.0361972	0.0359424	0.0371378	0.0378962	0.0369973
60	256.0	0.0028236	0.0026935	0.0028624	0.0028315	0.0028035
60	384.0	0.0042462	0.0041876	0.0044599	0.0041782	0.0044406
60	576.0	0.006554	0.0066899	0.0064109	0.0064826	0.0062834
60	864.0	0.0099762	0.0096825	0.0097521	0.0098865	0.0100276
60	1296.0	0.0144765	0.0143124	0.0147555	0.0147359	0.0144484
60	1944.0	0.0229259	0.021836	0.0221859	0.0232838	0.0222062
60	2916.0	0.0322132	0.0339907	0.0328669	0.0336752	0.0325865
60	4374.0	0.0481637	0.0480304	0.0503393	0.0493443	0.0487825
60	6561.0	0.0753955	0.0761704	0.0742934	0.0734367	0.0760474
90	256.0	0.0058874	0.0056438	0.0058786	0.0111105	0.0065309
90	384.0	0.0089772	0.0090993	0.0089322	0.008996	0.0087838
90	576.0	0.0134995	0.0137309	0.0141837	0.0137346	0.013622
90	864.0	0.0204807	0.0196026	0.0200605	0.0206025	0.0234428
90	1296.0	0.0312109	0.0305889	0.0313263	0.031098	0.0311424
90	1944.0	0.0474448	0.0453222	0.0466744	0.0450087	0.0462752
90	2916.0	0.0688167	0.0689935	0.0687266	0.0697849	0.0684669
90	4374.0	0.1123596	0.1121943	0.1032565	0.1038559	0.1008448
90	6561.0	0.1560952	0.1567934	0.1559913	0.1593564	0.1570812
135	256.0	0.0128428	0.0125748	0.0130389	0.0127581	0.0126183
135	384.0	0.0189572	0.019009	0.0192062	0.0196344	0.0205045
135	576.0	0.0292451	0.0295582	0.0300298	0.0281522	0.0287297
135	864.0	0.0421007	0.0441007	0.0429968	0.0424324	0.0429112
135	1296.0	0.0653461	0.0659745	0.065407	0.0633752	0.0641056
135	1944.0	0.0987057	0.0973138	0.0963422	0.1053419	0.0989117
135	2916.0	0.1459384	0.1482581	0.1457422	0.1483181	0.1433821
135	4374.0	0.2239766	0.2204682	0.2184448	0.215832	0.2161845
135	6561.0	0.3611411	0.367024	0.3418891	0.3495404	0.3431733
202	256.0	0.0309899	0.0306649	0.0309171	0.0311475	0.0308989
202	384.0	0.0463671	0.0466691	0.0479798	0.0466361	0.0464265
202	576.0	0.0702279	0.0703768	0.0697062	0.0681374	0.0694117
202	864.0	0.1062078	0.1210293	0.1120843	0.1061476	0.1075412
202	1296.0	0.1611665	0.1598706	0.1571431	0.1549277	0.1545221
202	1944.0	0.2348463	0.2368153	0.2349715	0.2342294	0.2352198
202	2916.0	0.3475107	0.3520929	0.3478897	0.3636671	0.3617788
202	4374.0	0.5651215	0.6049599	0.5194485	0.5189315	0.5226516
202	6561.0	0.7681974	0.7820736	0.8146216	0.8806479	0.829791
